,Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property
0,01/01/2022,"8 CHANDLERS GUILD, JAMESS ST, DUBLIN 8",Dublin 8,Dublin,"€95,000.00",Yes,No,Second-Hand Dwelling house /Apartment
1,04/01/2022,"11 THE COURTYARD, HILL ST, DUBLIN 1",Dublin 1,Dublin,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment
2,04/01/2022,"12 CASTLECURRAGH VALE, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,"€262,000.00",No,No,Second-Hand Dwelling house /Apartment
3,04/01/2022,"184 BACHELORS WALK APTS, BACHELORS WALK, DUBLIN 1",Dublin 1,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment
4,04/01/2022,"19 MONTPELIER VIEW, JOBSTOWN, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€85,500.00",No,No,Second-Hand Dwelling house /Apartment
5,04/01/2022,"2 Cassans Way, Station Road, Lusk",,Dublin,"€361,233.00",No,Yes,New Dwelling house /Apartment
6,04/01/2022,"2 MULVEY PARK, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,"€560,000.00",No,No,Second-Hand Dwelling house /Apartment
7,04/01/2022,"34 KEMPTON WAY, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,"€300,000.00",Yes,No,Second-Hand Dwelling house /Apartment
8,04/01/2022,"56 WEST RD, EAST WALL, DUBLIN 3",Dublin 3,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment
9,04/01/2022,"6 CORNERPARK GREEN, PEAMOUNT ROAD, NEWCASTLE",,Dublin,"€312,775.00",No,Yes,New Dwelling house /Apartment
10,04/01/2022,"7 STRALEM COURT, ONGAR PARK, DUBLIN 15",Dublin 15,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment
11,04/01/2022,"CORNARONE, INVERIN, CONNEMARA",,Dublin,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment
12,05/01/2022,"108 BROADMEADOWS, SWORDS, DUBLIN",,Dublin,"€387,000.00",No,No,Second-Hand Dwelling house /Apartment
13,05/01/2022,"124 BURNELL COURT, DUBLIN 13",Dublin 13,Dublin,"€271,000.00",No,No,Second-Hand Dwelling house /Apartment
14,05/01/2022,"13 Graydon Crescent, Graydon, Newcastle",,Dublin,"€286,343.00",No,Yes,New Dwelling house /Apartment
15,05/01/2022,"13 Skylark Park Gate, St Marnocks Park, Station Road",,Dublin,"€436,123.00",No,Yes,New Dwelling house /Apartment
16,05/01/2022,"160 OXMANTOWN RD, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"€388,000.00",No,No,Second-Hand Dwelling house /Apartment
17,05/01/2022,"20 OLDCOURT AVE, FERNCOURT, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€396,000.00",No,No,Second-Hand Dwelling house /Apartment
18,05/01/2022,"202 RICHMOND COURT, RICHMOND AVE SOUTH, DARTRY DUBLIN 6",Dublin 6,Dublin,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment
19,05/01/2022,"227 TRIMBLESTON, GOATSTOWN ROAD, DUBLIN 14",,Dublin,"€900,000.00",No,Yes,New Dwelling house /Apartment
20,05/01/2022,"30 LANDYS COURT, HARBOUR MILL, BALBRIGGAN",,Dublin,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment
21,05/01/2022,"35 MELVILLE PARK, FINGLAS CITYSIDE, DUBLIN 11",Dublin 11,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment
22,05/01/2022,"38 THE ATRIUM, THE STEELWORKS, FOLEY ST DUBLIN 1",Dublin 1,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment
23,05/01/2022,"42 WOODBINE PARK, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€553,500.00",No,No,Second-Hand Dwelling house /Apartment
24,05/01/2022,"5 WILLANS AVENUE, ONGAR GREEN, DUBLIN 15",Dublin 15,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment
25,05/01/2022,"51 STILES RD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"€1,030,000.00",No,No,Second-Hand Dwelling house /Apartment
26,05/01/2022,"6 MOYLARAGH LODGE, BALBRIGGAN, DUBLIN",,Dublin,"€178,000.00",No,No,Second-Hand Dwelling house /Apartment
27,05/01/2022,"6 STRADBROOK RD, BLACKROCK, DUBLIN",,Dublin,"€900,000.00",No,No,Second-Hand Dwelling house /Apartment
28,05/01/2022,"62 GROSVENOR COURT, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"€637,000.00",No,No,Second-Hand Dwelling house /Apartment
29,05/01/2022,"7 TEMPLE HALL, PARNELL ST, DUBLIN 1",Dublin 1,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment
30,05/01/2022,"8 BEAUMONT RD, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment
31,05/01/2022,"91 NEPHIN RD, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,"€515,000.00",No,No,Second-Hand Dwelling house /Apartment
32,05/01/2022,"APT 10 SANTRY WAY, BALLYMUN, DUBLIN 9",Dublin 9,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment
33,05/01/2022,"APT 47 MERRION COURT, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment
34,05/01/2022,"CASTLEDOWNS, BACK RD, MALAHIDE",,Dublin,"€1,750,000.00",No,No,Second-Hand Dwelling house /Apartment
35,06/01/2022,"10 Paul Square, Adelaide Road, Glenageary",,Dublin,"€1,096,916.00",No,Yes,New Dwelling house /Apartment
36,06/01/2022,"11 ST LAWRENCE BUILDING, FINDLATER, HOWTH",,Dublin,"€472,500.00",No,No,Second-Hand Dwelling house /Apartment
37,06/01/2022,"112 GRANITEFIELD, ROCHESTOWN AVE, DUN LAOGHAIRE",,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment
38,06/01/2022,"14 RUSSELL AVE, DRUMCONDRA, DUBLIN 3",,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment
39,06/01/2022,"17 MONTPELIER MEWS, MONTPELIER HILL, DUBLIN 7",Dublin 7,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment
40,06/01/2022,"17 Somerton Drive, Somerton, Newcastle Road",,Dublin,"€330,396.47",No,Yes,New Dwelling house /Apartment
41,06/01/2022,"18 THE SPINNAKER, ALVERNO, CASTLE AVE DUBLIN 3",Dublin 3,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment
42,06/01/2022,"196 CASTLECURRAGH VALE, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment
43,06/01/2022,"20 ST MARKS GROVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment
44,06/01/2022,"25 DUN EMER PLACE LUSK, DUBLIN",,Dublin,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment
45,06/01/2022,"26 TAYLEURS POINT, QUAY RD, RUSH",,Dublin,"€950,000.00",No,No,Second-Hand Dwelling house /Apartment
46,06/01/2022,"26 TEMPLE GARDENS, NORTHWOOD, SANTRY DUBLIN 9",Dublin 9,Dublin,"€266,000.00",No,No,Second-Hand Dwelling house /Apartment
47,06/01/2022,"32 ST JOHNS AVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€44,500.00",No,No,Second-Hand Dwelling house /Apartment
48,06/01/2022,"33 Graydon Crescent, Newcastle",,Dublin,"€259,911.89",No,Yes,New Dwelling house /Apartment
49,06/01/2022,"48 CROMCASTLE AVE, COOLOCK, DUBLIN 5",Dublin 5,Dublin,"€290,000.00",Yes,No,Second-Hand Dwelling house /Apartment
50,06/01/2022,"6 SLADE CASTLE VIEW, SAGGART, DUBLIN",Dublin 24,Dublin,"€330,500.00",No,No,Second-Hand Dwelling house /Apartment
51,06/01/2022,"65 SYDNEY PARADE AVE, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,"€2,350,000.00",No,No,Second-Hand Dwelling house /Apartment
52,06/01/2022,"81 Newcastle Boulevard, Graydon, NEWCASLTE",,Dublin,"€387,665.20",No,Yes,New Dwelling house /Apartment
53,06/01/2022,"9 TUSCANY DOWNS, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€488,000.00",No,No,Second-Hand Dwelling house /Apartment
54,06/01/2022,"APT 1, 12 MARKS LANE, DUBLIN 2",Dublin 2,Dublin,"€999,940.00",No,No,Second-Hand Dwelling house /Apartment
55,06/01/2022,"APT.32 -WEST COURTYARD, TULLYVALE, CABINTEELY",Dublin 18,Dublin,"€411,000.00",No,No,Second-Hand Dwelling house /Apartment
56,06/01/2022,"BLOCK 10 APT 9 PRIORY HALL, HOLE IN THE WALL, DUBLIN",,Dublin,"€268,722.00",No,Yes,New Dwelling house /Apartment
57,06/01/2022,"NO1 CEDAR PLACE, RIDGEWOOD, SWORDS",,Dublin,"€288,000.00",No,No,Second-Hand Dwelling house /Apartment
58,07/01/2022,"114 CAPTAINS AVE, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment
59,07/01/2022,"12 EARLSFORT MEADOWS, BALLYOWEN, LUCAN",,Dublin,"€350,000.00",No,Yes,New Dwelling house /Apartment
60,07/01/2022,"13 CLONKEEN RD, BLACKROCK, DUBLIN",,Dublin,"€1,005,000.00",No,No,Second-Hand Dwelling house /Apartment
61,07/01/2022,"13 SILVER PINES, BREWERY RD, BLACKROCK",,Dublin,"€640,000.00",No,No,Second-Hand Dwelling house /Apartment
62,07/01/2022,"14 WOODLANDS COURT, LOWER MAIN ST, RUSH",,Dublin,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment
63,07/01/2022,"16 FAIRHAVEN ROAD, CASTLEKNOCK ROAD, CASTLEKNOCK",Dublin 15,Dublin,"€780,000.00",No,No,Second-Hand Dwelling house /Apartment
64,07/01/2022,"17 LINENHALL TERRACE, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment
65,07/01/2022,"17 RATHLAWNS, RATHCOOLE, DUBLIN",Dublin 24,Dublin,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment
66,07/01/2022,"17 THE GRANARY, LONGS PLACE, DUBLIN 8",Dublin 8,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment
67,07/01/2022,"2 CLONARD COURT, BALBRIGGAN, DUBLIN",,Dublin,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment
68,07/01/2022,"20 PALMERSON PARK, RATHMINES, DUBLIN 6",,Dublin,"€2,550,000.00",No,No,Second-Hand Dwelling house /Apartment
69,07/01/2022,"21 FARMHILL PARK, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,"€645,000.00",No,No,Second-Hand Dwelling house /Apartment
70,07/01/2022,"24 RIDGEWOOD GROVE, SWORDS, DUBLIN",,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment
71,07/01/2022,"25 KILMARTIN GARDENS, FETTERCAIRN, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment
72,07/01/2022,"27 GOLDENBRIDGE AVE, INCHICORE, DUBLIN 8",Dublin 8,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment
73,07/01/2022,"3 ALLENDALE COPSE, PHIBBLESTOWN, CLONSILLA DUBLIN 15",Dublin 15,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment
74,07/01/2022,"3 BRIGHTON MEWS, HARRISON ROW, RATHGAR DUBLIN 6",Dublin 6,Dublin,"€745,000.00",No,No,Second-Hand Dwelling house /Apartment
75,07/01/2022,"3 LARKFIELD PARK, HAROLDS CROSS, DUBLIN 6W",Dublin 6w,Dublin,"€429,500.00",No,No,Second-Hand Dwelling house /Apartment
76,07/01/2022,"33 ST MOCHTAS AVE, COOLMINE LODGE, CLONSILLA",Dublin 15,Dublin,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment
77,07/01/2022,"33 THE CEDARS, CRUAGH WOOD, STEPASIDE DUBLIN 18",Dublin 18,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment
78,07/01/2022,"33 THE CRESCENT, CARRICKMINES MANOR, GLENAMUCK RD DUBLIN 18",Dublin 18,Dublin,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment
79,07/01/2022,"36 NEWCOURT ESTATE, SWORDS, CO DUBLIN",Dublin 17,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment
80,07/01/2022,"36 THE CAMMOCK, MOUNT BROWN, DUBLIN 8",Dublin 8,Dublin,"€231,500.00",No,No,Second-Hand Dwelling house /Apartment
81,07/01/2022,"46 CLANREE RD, DONNYCARNEY, DUBLIN 5",Dublin 5,Dublin,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment
82,07/01/2022,"46 MAPLES, BIRD AVE, CLONSKEAGH DUBLIN 14",Dublin 14,Dublin,"€665,000.00",No,No,Second-Hand Dwelling house /Apartment
83,07/01/2022,"46 THE CHANTRIES, BALROTHERY, BALBRIGGAN",,Dublin,"€620,000.00",No,No,Second-Hand Dwelling house /Apartment
84,07/01/2022,"48 BELFRY GROVE, CITYWEST, SAGGART",Dublin 24,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment
85,07/01/2022,"51 SHANGANAGH VALE, CABINTEELY, DUBLIN 18",Dublin 18,Dublin,"€775,000.00",No,No,Second-Hand Dwelling house /Apartment
86,07/01/2022,"59 PARKVALE, DUBLIN 13, DUBLIN",Dublin 13,Dublin,"€372,500.00",No,No,Second-Hand Dwelling house /Apartment
87,07/01/2022,"78 HILL OF DOWN, SPENCER DOCK, MAYOR ST DUBLIN 1",Dublin 1,Dublin,"€382,000.00",No,No,Second-Hand Dwelling house /Apartment
88,07/01/2022,"79 MARLBOROUGH ROAD, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"€1,525,000.00",No,No,Second-Hand Dwelling house /Apartment
89,07/01/2022,"8 PHELAN PARK, ROYAL CANAL PARK, RATOATH ROAD",,Dublin,"€502,000.00",No,No,Second-Hand Dwelling house /Apartment
90,07/01/2022,"84  THE SQUARE, LARCH HILL, COOLCOK",Dublin 9,Dublin,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment
91,07/01/2022,"Apartment 83, Block C, Ardilea Crescent",Dublin 14,Dublin,"€484,582.00",No,Yes,New Dwelling house /Apartment
92,07/01/2022,"APT 13, 37 MAIN ST, CLONGRIFFIN DUBLIN 13",Dublin 13,Dublin,"€268,000.00",No,No,Second-Hand Dwelling house /Apartment
93,07/01/2022,"APT 14A, EARLS COURT, REUBEN ST DUBLIN 8",Dublin 8,Dublin,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment
94,07/01/2022,"APT 282 THE ELM, TRIMBLESTON, GOATSTOWN ROAD",,Dublin,"€503,430.00",No,Yes,New Dwelling house /Apartment
95,07/01/2022,"APT. 31  EUSTACE COURT, CUALANOR, UPPER GLENAGEARY ROAD",,Dublin,"€545,000.00",No,No,Second-Hand Dwelling house /Apartment
96,07/01/2022,"GRACEDIEU, BALLYBOUGHAL, DUBLIN",,Dublin,"€945,000.00",No,No,Second-Hand Dwelling house /Apartment
97,07/01/2022,"PADUA, CARRICKHILL ROAD UPPER, PORTMARNOCK",Dublin 13,Dublin,"€1,295,000.00",No,No,Second-Hand Dwelling house /Apartment
98,09/01/2022,"56 BLESSINGTON ST, DUBLIN 7, DUBLIN",Dublin 15,Dublin,"€346,040.00",No,No,Second-Hand Dwelling house /Apartment
99,10/01/2022,"1 SLADE CASTLE WALK, SAGGART, CO DUBLIN",,Dublin,"€190,987.94",No,No,Second-Hand Dwelling house /Apartment
100,10/01/2022,"10 Lyons Avenue North, GRAYDON, NEWCASLTE",,Dublin,"€343,612.34",No,Yes,New Dwelling house /Apartment
101,10/01/2022,"10 ST BRIGIDS RD, UPPER, DRUMCONDRA DUBLIN 9",Dublin 9,Dublin,"€795,000.00",No,No,Second-Hand Dwelling house /Apartment
102,10/01/2022,"109 LONGBOAT QUAY NORTH, ASGARD RD, DUBLIN 2",Dublin 2,Dublin,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment
103,10/01/2022,"113 THE GALLERY, TURVEY WALK, DONABATE",,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment
104,10/01/2022,"125 ALLENDALE SQ, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment
105,10/01/2022,"125 PREMIAR SQ, FINGLAS, DUBLIN 11",Dublin 11,Dublin,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment
106,10/01/2022,"13 Somerton Drive, Somerton, Newcastle Road",,Dublin,"€348,017.62",No,Yes,New Dwelling house /Apartment
107,10/01/2022,"132 BEECHWOOD COURT, STILLORGAN, DUBLIN",,Dublin,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment
108,10/01/2022,"14 Somerton Drive, Somerton, Newcastle Road",,Dublin,"€361,233.00",No,Yes,New Dwelling house /Apartment
109,10/01/2022,"2 A NEWLANDS DR, CLONDALKIN, DUBLIN",Dublin 22,Dublin,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment
110,10/01/2022,"20 BIRCHWOOD DR, SPRINGFIELD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment
111,10/01/2022,"213 KILLBARRACK RD, KILBARRACK, DUBLIN 5",Dublin 15,Dublin,"€192,500.00",No,No,Second-Hand Dwelling house /Apartment
112,10/01/2022,"24 DODDER BANK, DUNDRUM RD, MILLTOWN DUBLIN 14",Dublin 14,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment
113,10/01/2022,"24A GRANGE VIEW LAWN, CLONDALKIN, DUBLIN 20",Dublin 22,Dublin,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment
114,10/01/2022,"28 DORIS STREET, RINGSEND, DUBLIN 4",Dublin 4,Dublin,"€426,282.82",No,No,Second-Hand Dwelling house /Apartment
115,10/01/2022,"45 CROMWELLFORT RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€467,550.00",No,No,Second-Hand Dwelling house /Apartment
116,10/01/2022,"46 JULIET  SQUARE, ST EDMUNDS, LUCAN",,Dublin,"€297,000.00",No,No,Second-Hand Dwelling house /Apartment
117,10/01/2022,"47 LANSDOWNE PARK, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"€825,000.00",No,No,Second-Hand Dwelling house /Apartment
118,10/01/2022,"473 PEARSE VILLAS, SALLYNOGGIN, DUBLIN",,Dublin,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment
119,10/01/2022,"48 KELLYS BAY, PROMENADE, SKERRIES",,Dublin,"€437,000.00",No,No,Second-Hand Dwelling house /Apartment
120,10/01/2022,"49 ESKER MANOR LUCAN, DUBLIN",,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment
121,10/01/2022,"5 BELMONT GARDENS, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"€1,625,000.00",No,No,Second-Hand Dwelling house /Apartment
122,10/01/2022,"53 LEOPARDSTOWN AVE, STILLORGAN, DUBLIN",,Dublin,"€830,000.00",No,No,Second-Hand Dwelling house /Apartment
123,10/01/2022,"55 THE COURTHOUSE, MAIN ST, RATHCOOLE",Dublin 24,Dublin,"€191,128.54",No,No,Second-Hand Dwelling house /Apartment
124,10/01/2022,"56 SOUTH DOCK ST, RINGSEND, DUBLIN 4",Dublin 4,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment
125,10/01/2022,"56 THE ISLAND, CHAPELIZOD, DUBLIN 20",Dublin 20,Dublin,"€332,000.00",No,No,Second-Hand Dwelling house /Apartment
126,10/01/2022,"79 EDENMORE CRESCENT, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€120,000.00",Yes,No,Second-Hand Dwelling house /Apartment
127,10/01/2022,"8 Ashwood Hall, Malahide",,Dublin,"€1,145,374.45",No,Yes,New Dwelling house /Apartment
128,10/01/2022,"8 Lynnwood, Silchester Park, Glenageary",,Dublin,"€944,933.92",No,Yes,New Dwelling house /Apartment
129,10/01/2022,"99 NEWBROOK AVE, DONAGHMEDE, RAHENY DUBLIN 5",Dublin 13,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment
130,10/01/2022,"APARTMENT 116 PREMIER SQUARE, FINGLAS, DUBLIN 11",,Dublin,"€237,635.70",No,No,Second-Hand Dwelling house /Apartment
131,10/01/2022,"APT 14A, EARLS COURT, REUBEN ST DUBLIN 8",Dublin 8,Dublin,"€277,000.00",No,No,Second-Hand Dwelling house /Apartment
132,10/01/2022,"APT 1, 39 CAMDEN STREET LOWER, DUBLIN 2",,Dublin,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment
133,10/01/2022,"BLACKTHORN HILL, COOLMINE SAGGART, DUBLIN",Dublin 24,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment
134,10/01/2022,"RIVERSDALE COTTAGE, GLASNEVIN COURT, BALLYBOGGAN RD DUBLIN 11",Dublin 11,Dublin,"€261,404.00",No,No,Second-Hand Dwelling house /Apartment
135,11/01/2022,"1 BLACKDITCH DR, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment
136,11/01/2022,"11 INISHBOFIN, BAILEY VIEW, HARBOUR RD",,Dublin,"€626,000.00",No,No,Second-Hand Dwelling house /Apartment
137,11/01/2022,"12 the park, citywest village, citywest",,Dublin,"€359,030.84",No,Yes,New Dwelling house /Apartment
138,11/01/2022,"12 ZION RD, RATHGAR, DUBLIN 6",Dublin 6,Dublin,"€1,260,000.00",No,No,Second-Hand Dwelling house /Apartment
139,11/01/2022,"13 ANNFIELD CLOSE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment
140,11/01/2022,"14 CEDARMOUNT, ST BRIGIDS CHURCH RD, DUBLIN",,Dublin,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment
141,11/01/2022,"15 GRANGEVIEW PLACE, CLONDALKIN DUBLIN 22, DUBLIN",Dublin 22,Dublin,"€216,000.00",No,No,Second-Hand Dwelling house /Apartment
142,11/01/2022,"165 CIANLEA, RATHBEALE RD, SWORDS",,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment
143,11/01/2022,"17 ORMOND WAY, SWORDS, DUBLIN",,Dublin,"€393,425.00",No,No,Second-Hand Dwelling house /Apartment
144,11/01/2022,"19 HERBERTON PARK, RIALTO, DUBLIN",Dublin 8,Dublin,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment
145,11/01/2022,"2 RICHMOND LODGE, CONVENT AVE, FAIRVIEW DUBLIN 3",Dublin 3,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment
146,11/01/2022,"23 BELARMINE CRESCENT, STEPASIDE, DUBLIN 18",Dublin 18,Dublin,"€510,000.00",No,No,Second-Hand Dwelling house /Apartment
147,11/01/2022,"29 CEDARBROOK WALK, CEDARBROOK, CHERRY ORCHARD DUBLIN 10",Dublin 10,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment
148,11/01/2022,"29 LATCHFORD GREEN, CASTAHEANY, DUBLIN 15",Dublin 15,Dublin,"€331,000.00",No,No,Second-Hand Dwelling house /Apartment
149,11/01/2022,"3 CAIRNBROOK MANOR, GLENAMUCK RD, CARRICKMINES DUBLIN 18",Dublin 18,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment
150,11/01/2022,"33 PARKSIDE GARDENS, PARKSIDE 2C, MALAHIDE ROAD",,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment
151,11/01/2022,"39 RAMLEH HALL, MOUNT ST ANNES, MILLTOWN",,Dublin,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment
152,11/01/2022,"3RD FLOOR, ST MONICA'S NURSING HOME, 28 BELVEDERE PLACE",,Dublin,"€1,550,000.00",No,No,Second-Hand Dwelling house /Apartment
153,11/01/2022,"4 CASTLEFIELD GREEN, CASTLEFIELD MANOR, TEMPLEOGUE DUBLIN 16",Dublin 16,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment
154,11/01/2022,"40 CLANDONAGH RD, DONNYCARNEY, DUBLIN 5",Dublin 5,Dublin,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment
155,11/01/2022,"42 DEERPARK RD, MOUNT MERRION, DUBLIN",,Dublin,"€830,000.00",No,No,Second-Hand Dwelling house /Apartment
156,11/01/2022,"5 MONASTERY GATE GREEN, MONASTERY RD, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment
157,11/01/2022,"52 ST FINTANS VILLAS, DEANS GRANGE, BLACKROCK",,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment
158,11/01/2022,"7  ODINS WAY, TAYLORS LANE, RATHFARNHAM",,Dublin,"€730,000.00",No,No,Second-Hand Dwelling house /Apartment
159,11/01/2022,"7 BELGARD CLOSE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment
160,11/01/2022,"8 The Park, Citywest Village, Citywest",,Dublin,"€356,711.35",No,Yes,New Dwelling house /Apartment
161,11/01/2022,"9 Graydon, Newcastle",,Dublin,"€295,154.18",No,Yes,New Dwelling house /Apartment
162,11/01/2022,"APT 12, WESTGATE, CHRISTCHURCH DUBLIN 8",Dublin 8,Dublin,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment
163,11/01/2022,"APT 72, RIVER GARDENS, GLASNEVIN DUBLIN 9",Dublin 9,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment
